,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
0,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821
1,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609
2,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609
3,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609
4,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609
5,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609
6,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609
7,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931,5931
8,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746
9,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746
10,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746
11,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750
12,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746
13,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466,11466
14,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577
15,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577
16,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577
17,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577
18,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577,13577
19,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189
