0,10389
1,14954
2,14954
3,14954
4,14954
5,14954
6,14954
7,15752
8,16184
9,16184
10,16184
11,16185
12,16184
13,16410
14,16524
15,16524
16,16524
17,16524
18,16524
19,11834
