0,7,
1,8,
2,2,
3,4,
4,12,
5,7,
6,17,
7,26,
8,10,
9,26,
10,26,
11,10,
12,35,
13,46,
14,13,
15,46,
16,46,
17,13,
18,46,
19,46,
20,13,
21,93,
22,186,
23,26,
24,186,
25,186,
26,26,
27,186,
28,186,
29,26,
30,186,
31,186,
32,26,
33,278,
34,418,
35,39,
36,418,
37,418,
38,39,
39,418,
40,418,
41,39,
42,696,
43,1160,
44,65,
45,1160,
46,1160,
47,65,
48,1160,
49,1160,
50,65,
51,2320,
52,3093,
53,97,
