,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.5416666666666666,0.4699074074074074,0.5254629629629629,0.5208333333333334,0.5069444444444444,0.5069444444444444,0.5231481481481481,0.5439814814814815,0.5185185185185185,0.47453703703703703,0.5254629629629629,0.5023148148148148,0.5138888888888888,0.5416666666666666,0.5162037037037037,0.47685185185185186,0.4791666666666667,0.5023148148148148,0.46296296296296297,0.4791666666666667,0.46296296296296297,0.46296296296296297,0.375,0.5648148148148148,0.4930555555555556,0.6851851851851852,0.8657407407407407,1.0,1.0,1.0,0.0,0.4675925925925926
1,0.4995659722222222,0.5160590277777778,0.4969618055555556,0.4817708333333333,0.5,0.4852430555555556,0.49609375,0.5069444444444444,0.4939236111111111,0.5030381944444444,0.4887152777777778,0.5043402777777778,0.4973958333333333,0.5099826388888888,0.4921875,0.4917534722222222,0.5108506944444444,0.4982638888888889,0.4869791666666667,0.4848090277777778,0.4661458333333333,0.4535590277777778,0.4214409722222222,0.4926215277777778,0.4995659722222222,0.4809027777777778,0.7213541666666666,0.9969618055555556,1.0,1.0,0.0,0.484375
2,0.4926215277777778,0.4869791666666667,0.5,0.5086805555555556,0.4926215277777778,0.4921875,0.5043402777777778,0.5199652777777778,0.4878472222222222,0.5043402777777778,0.5151909722222222,0.4796006944444444,0.5095486111111112,0.4782986111111111,0.4934895833333333,0.5026041666666666,0.5138888888888888,0.5052083333333334,0.5069444444444444,0.4934895833333333,0.4717881944444444,0.44140625,0.41796875,0.4769965277777778,0.5034722222222222,0.4752604166666667,0.7452256944444444,0.9986979166666666,1.0,1.0,0.0,0.5256076388888888
3,0.5073784722222222,0.4943576388888889,0.4969618055555556,0.5108506944444444,0.5008680555555556,0.5086805555555556,0.5091145833333334,0.5,0.4986979166666667,0.5052083333333334,0.4917534722222222,0.5021701388888888,0.5095486111111112,0.4939236111111111,0.4952256944444444,0.4986979166666667,0.4856770833333333,0.4887152777777778,0.48828125,0.4800347222222222,0.4874131944444444,0.4470486111111111,0.4292534722222222,0.4865451388888889,0.5078125,0.4665798611111111,0.8324652777777778,0.9982638888888888,1.0,1.0,0.0,0.5542534722222222
4,0.4822048611111111,0.5108506944444444,0.51171875,0.5290798611111112,0.4973958333333333,0.4904513888888889,0.4978298611111111,0.4943576388888889,0.4947916666666667,0.4887152777777778,0.5052083333333334,0.4921875,0.48828125,0.5,0.4826388888888889,0.5017361111111112,0.5060763888888888,0.4973958333333333,0.4995659722222222,0.5004340277777778,0.4713541666666667,0.4535590277777778,0.4075520833333333,0.4978298611111111,0.4969618055555556,0.3975694444444444,0.9440104166666666,0.9991319444444444,1.0,1.0,0.0,0.4904513888888889
5,0.5017361111111112,0.4952256944444444,0.4887152777777778,0.4978298611111111,0.4856770833333333,0.4852430555555556,0.4943576388888889,0.4869791666666667,0.5208333333333334,0.4952256944444444,0.5160590277777778,0.5282118055555556,0.5147569444444444,0.5008680555555556,0.5030381944444444,0.4947916666666667,0.4973958333333333,0.49609375,0.4869791666666667,0.4934895833333333,0.4761284722222222,0.4609375,0.4084201388888889,0.4878472222222222,0.4796006944444444,0.4418402777777778,0.8324652777777778,0.9995659722222222,1.0,1.0,0.0,0.5078125
6,0.5212673611111112,0.4917534722222222,0.4978298611111111,0.4986979166666667,0.4917534722222222,0.5065104166666666,0.4895833333333333,0.5065104166666666,0.4995659722222222,0.4826388888888889,0.4869791666666667,0.484375,0.5060763888888888,0.4787326388888889,0.5026041666666666,0.4939236111111111,0.4947916666666667,0.4908854166666667,0.4973958333333333,0.5108506944444444,0.4826388888888889,0.4353298611111111,0.4001736111111111,0.4913194444444444,0.4973958333333333,0.4301215277777778,0.8237847222222222,0.9978298611111112,1.0,1.0,0.0,0.5104166666666666
7,0.4973958333333333,0.4826388888888889,0.5030381944444444,0.5013020833333334,0.4928385416666667,0.5054253472222222,0.4934895833333333,0.4945746527777778,0.5091145833333334,0.5054253472222222,0.5015190972222222,0.501953125,0.4865451388888889,0.4950086805555556,0.5080295138888888,0.5017361111111112,0.4895833333333333,0.486328125,0.4934895833333333,0.4913194444444444,0.4733072916666667,0.4552951388888889,0.4240451388888889,0.4774305555555556,0.5405815972222222,0.3372395833333333,0.9483506944444444,1.0,1.0,1.0,0.0,0.5234375
8,0.4930555555555556,0.4997829861111111,0.4895833333333333,0.5050998263888888,0.5006510416666666,0.5024956597222222,0.4963107638888889,0.4989149305555556,0.5029296875,0.5010850694444444,0.5009765625,0.5047743055555556,0.4959852430555556,0.4962022569444444,0.4968532986111111,0.5069444444444444,0.4916449652777778,0.4922960069444444,0.4996744791666667,0.4854600694444444,0.4786241319444444,0.4475911458333333,0.4091796875,0.4972873263888889,0.5659722222222222,0.3159722222222222,0.9105902777777778,0.9992404513888888,1.0,1.0,0.0,0.5485026041666666
9,0.5118272569444444,0.5046657986111112,0.4925130208333333,0.4971788194444444,0.5001085069444444,0.5072699652777778,0.5045572916666666,0.4983723958333333,0.5016276041666666,0.5022786458333334,0.5029296875,0.4984809027777778,0.4988064236111111,0.5028211805555556,0.5016276041666666,0.4940321180555556,0.4954427083333333,0.4935980902777778,0.4878472222222222,0.4909939236111111,0.4754774305555556,0.45703125,0.4136284722222222,0.5005425347222222,0.5555555555555556,0.3345269097222222,0.8504774305555556,0.9984809027777778,1.0,1.0,0.0,0.5164930555555556
